gene_id	gene_name	logCPM	logFC	PValue	FDR	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000197385	ZNF860	4.417229431306062	-1.4442112600739316	4.2401980804298557e-10	3.0110937064200366e-7	protein_coding	344787	1888.5	41.83214191156999	-9.372613854910027	4	TRUE
ENSG00000172250	SERHL	4.711955133560405	4.96861783966004	4.825707755453874e-10	3.2587429415744363e-7	transcribed_unitary_pseudogene	94009	1385.4	56.113757759491826	9.316438982476303	16314	TRUE
ENSG00000128849	CGNL1	8.27129280565503	2.0195598632772276	4.987973644729131e-10	3.2587429415744363e-7	protein_coding	84952	2905.3333333333335	50.653969710876574	9.302075849896571	16313	TRUE
ENSG00000131781	FMO5	5.838222169947054	1.8973346005364506	5.76751203995726e-10	3.5503138702338983e-7	protein_coding	2330	1680.6666666666667	43.983868835118336	9.239011490195418	16312	TRUE
ENSG00000111859	NEDD9	6.756226599087085	-2.283850166948928	5.86900596928398e-10	3.5503138702338983e-7	protein_coding	4739	1695.6875	48.05572960819727	-9.231435448771352	5	TRUE
ENSG00000019582	CD74	6.649974861021788	-1.9451886980464506	6.230352800319847e-10	3.6342982959865735e-7	protein_coding	972	1081.4166666666667	58.43415273175615	-9.20548736025994	6	TRUE
ENSG00000124713	GNMT	3.6922061870881016	2.946387824045835	7.215387287766765e-10	3.887192172977642e-7	protein_coding	27232;107080644	1076	59.4795539033457	9.141740353076942	16311	TRUE
ENSG00000198740	ZNF652	8.049831004228208	1.3038479443661324	7.559682767804412e-10	3.887192172977642e-7	protein_coding	22834	5686.25	41.78061112332383	9.121496428716082	16310	TRUE
ENSG00000116133	DHCR24	9.843230342444727	1.704228464749734	7.584819079453783e-10	3.887192172977642e-7	protein_coding	1718	2621.3333333333335	55.137334689725336	9.120054773971777	16309	TRUE
ENSG00000012660	ELOVL5	9.749795091399257	2.178610862692814	7.615878867035115e-10	3.887192172977642e-7	protein_coding	60481	1650.2857142857142	42.80644044321328	9.118279972159899	16308	TRUE
ENSG00000114790	ARHGEF26	5.882565185442557	1.239568021019744	8.883260279822523e-10	4.3966754591012505e-7	protein_coding	26084	3928.6	46.14875528177975	9.05142761286181	16307	TRUE
ENSG00000261578	AP003119.3	4.0492845982638945	3.5031082310549024	9.58194693030129e-10	4.602998212135617e-7	lncRNA	NA	4192	47.280534351145	9.018546238815082	16306	TRUE
ENSG00000070526	ST6GALNAC1	4.907884427169234	4.708355970806459	1.039252813907183e-9	4.84974748844172e-7	protein_coding	55808	1159.1818181818182	53.47031605364284	8.983278790913442	16305	TRUE
ENSG00000153214	TMEM87B	7.58803182260115	1.0535136071179259	1.1074099829778782e-9	5.024257569993802e-7	protein_coding	84910	2288.285714285714	37.8137095767262	8.955691565768403	16304	TRUE
ENSG00000111348	ARHGDIB	7.89620345852413	-1.506584168463983	1.295726472775338e-9	5.719756886443134e-7	protein_coding	397	747.7777777777778	48.94502228826151	-8.88748666814277	7	TRUE
ENSG00000109339	MAPK10	4.889510461793485	3.008487111166616	1.4794354187271325e-9	6.35884702475533e-7	protein_coding	5602	2489.0260416666665	42.74764434716559	8.829903988193514	16303	TRUE
ENSG00000115993	TRAK2	8.01948860940861	-1.210826376844038	1.7442654158891953e-9	7.304894112235442e-7	protein_coding	66008	1947	41.807909604519764	-8.758387430019436	8	TRUE
ENSG00000146433	TMEM181	6.372800798138069	0.9635129192401811	1.789642867307676e-9	7.307559237934068e-7	protein_coding	57583	5390	43.4879406307978	8.747233626133035	16302	TRUE
ENSG00000259479	SORD2P	5.9650994162277815	1.293970338581564	1.9796984175515004e-9	7.743491103391818e-7	transcribed_unprocessed_pseudogene	653381	1323.5	49.074423876086144	8.70340096406623	16301	TRUE
ENSG00000182795	C1orf116	6.262829534434543	9.13543735405273	1.9912240638122595e-9	7.743491103391818e-7	protein_coding	79098	4321.5	52.55119750086778	8.70087986794741	16300	TRUE
ENSG00000187889	FYB2	3.1737667952795947	2.4605086605467785	2.1659133579113537e-9	8.226944854596777e-7	protein_coding	199920	1719.2	39.879013494648675	8.664358920256221	16299	TRUE
ENSG00000125844	RRBP1	8.895986189737277	1.5899681075262404	2.7997664471030264e-9	1.033055503216559e-6	protein_coding	6238	2724.909090909091	59.0812037098819	8.552878195430953	16298	TRUE
ENSG00000170873	MTSS1	7.193729527931487	1.5085230948238413	2.8462314115438163e-9	1.033055503216559e-6	protein_coding	9788	1611.5	51.53238873375391	8.545729792701898	16297	TRUE
ENSG00000069974	RAB27A	7.6211571728254075	2.492692583034135	2.9357720912386964e-9	1.042390555786992e-6	protein_coding	5873	1189.3333333333333	42.684977578475326	8.532277662434197	16296	TRUE
ENSG00000189306	RRP7A	4.796310187132597	1.118709935799049	3.0072733924593615e-9	1.0450594961497607e-6	protein_coding	27341	2228.6666666666665	57.35865988632963	8.521827088214978	16295	TRUE
ENSG00000109929	SC5D	5.919167499698664	1.6180850221132088	3.1671688949947483e-9	1.0661608826858776e-6	protein_coding	6309	1945.6666666666667	37.06241790874308	8.49932877647386	16294	TRUE
ENSG00000111696	NT5DC3	4.751579818414524	1.91082045379771	3.1985479245458886e-9	1.0661608826858776e-6	protein_coding	51559	2209.8	46.61055299122093	8.495047137768085	16293	TRUE
ENSG00000153721	CNKSR3	4.14086502259936	3.312765079934227	3.926236175206406e-9	1.2502762748381245e-6	protein_coding	154043	5352	44.28624813153964	8.406023579798696	16292	TRUE
ENSG00000105426	PTPRS	8.161709895696962	1.1704666848920864	3.9636220499175006e-9	1.2502762748381245e-6	protein_coding	5802	3372.222222222222	61.30148270181219	8.401907764242477	16291	TRUE
ENSG00000145375	SPATA5	5.320653388036148	-1.538799625323778	4.051524927987853e-9	1.2502762748381245e-6	protein_coding	166378	3532.2	41.72470415038784	-8.39238148464672	9	TRUE
ENSG00000157600	TMEM164	6.5128978908913995	1.3141918884648993	4.090869070706399e-9	1.2502762748381245e-6	protein_coding	84187	2961.25	52.52427184466023	8.388184419983332	16290	TRUE
ENSG00000017797	RALBP1	6.88853795100235	1.6663861139742682	4.133650819889715e-9	1.2502762748381245e-6	protein_coding	10928	2451.1666666666665	46.89603590127148	8.383666212130576	16289	TRUE
ENSG00000186526	CYP4F8	9.108509523749426	7.007897757763412	4.572367432694693e-9	1.3578268596036805e-6	protein_coding	11283	1478.1666666666667	54.278949148720265	8.339858877231269	16288	TRUE
ENSG00000166391	MOGAT2	3.212392503728595	2.3195739518950145	4.8381825024002584e-9	1.4060281845083431e-6	protein_coding	80168	2383.25	53.87600965068707	8.315317753524685	16287	TRUE
ENSG00000155850	SLC26A2	4.511754904267245	2.6302527919327807	4.948259239767946e-9	1.4060281845083431e-6	protein_coding	1836	3080.6666666666665	40.44579095433885	8.305547555718048	16286	TRUE
ENSG00000110931	CAMKK2	7.033374658872682	2.1402674549320584	4.9929366743086934e-9	1.4060281845083431e-6	protein_coding	10645	3073.235294117647	54.477940472772524	8.301643942090834	16285	TRUE
ENSG00000140263	SORD	7.208611014311186	1.3048137494935335	5.178169429119208e-9	1.4334752760305766e-6	protein_coding	6652	3076.3333333333335	48.526384223642864	8.285823743602242	16284	TRUE
ENSG00000143158	MPC2	7.826186537401328	1.9384571295487902	5.745288291249535e-9	1.5639632276829774e-6	protein_coding	25874	1681.6666666666667	44.499504459861264	8.240688174084916	16283	TRUE
ENSG00000137474	MYO7A	9.139785337966316	-2.7221052377099784	6.292441104992994e-9	1.6848268945549274e-6	protein_coding	4647	3446.214285714286	58.75183949261093	-8.201180840602207	10	TRUE
ENSG00000127954	STEAP4	8.582131856172238	1.791956391965882	6.9508082054147265e-9	1.8310895228877215e-6	protein_coding	79689	4880.333333333333	39.40987637456462	8.157964694871058	16282	TRUE
ENSG00000113645	WWC1	6.364176349522587	1.6243498183565002	7.209482385715675e-9	1.869086917553875e-6	protein_coding	23286	1768.25	53.661812526509244	8.142095914905681	16281	TRUE
ENSG00000143401	ANP32E	6.042838568481799	-1.5699006621018603	8.714068274656051e-9	2.2238574551555825e-6	protein_coding	81611	1520.2	37.975266412314184	-8.059779041693101	11	TRUE
ENSG00000171109	MFN1	5.820737173674052	0.9079363155106001	9.004762380275768e-9	2.262688983954525e-6	protein_coding	55669	1776.4444444444443	39.14811108331248	8.04552774295512	16280	TRUE
ENSG00000128567	PODXL	2.800139235905499	2.072499035239381	9.220435332055291e-9	2.268024475504509e-6	protein_coding	5420	2182.75	53.63646775856144	8.035248573756983	16279	TRUE
ENSG00000159167	STC1	7.169495097515831	-2.1385972415164134	9.426550762569506e-9	2.268024475504509e-6	protein_coding	6781	2808	43.82122507122507	-8.025647189427115	12	TRUE
ENSG00000162734	PEA15	8.186600880876954	1.7542925956197069	9.456206552151977e-9	2.268024475504509e-6	protein_coding	8682	1697.25	52.52614523493887	8.024283050054178	16278	TRUE
ENSG00000145703	IQGAP2	8.050839032406806	1.7049276057742657	9.581441793290341e-9	2.268024475504509e-6	protein_coding	10788	1822.7368421052631	40.98521598521598	8.018569134370734	16277	TRUE
ENSG00000095321	CRAT	9.167980293434644	2.166156526579227	9.93587841577187e-9	2.318324316640028e-6	protein_coding	1384	1142.3333333333333	61.706059721816956	8.002793731547772	16276	TRUE
ENSG00000243004	AC005062.1	1.9695489351614555	3.0824549054332473	1.0139839013582185e-8	2.332591417025885e-6	lncRNA	NA	647.1111111111111	39.182692307692314	7.993968940078415	16275	TRUE
ENSG00000103187	COTL1	4.550696478288037	2.1782610454919356	1.047212771641927e-8	2.3755730832260545e-6	protein_coding	23406	1812.3333333333333	54.04634908957144	7.979965069837943	16274	TRUE
ENSG00000134533	RERG	6.13410549751665	-1.2714238527330337	1.1177329298024733e-8	2.5008125948580545e-6	protein_coding	85004	1238.7777777777778	41.46560229617006	-7.951661954024637	13	TRUE
ENSG00000046651	OFD1	6.544804642776766	1.658841605252996	1.2185235351034812e-8	2.689479040384481e-6	protein_coding	8481	2304.1111111111113	42.73038530163475	7.914166078242191	16273	TRUE
ENSG00000121691	CAT	5.939409226220966	1.1860221519655714	1.4247107519637352e-8	3.102640094909825e-6	protein_coding	847	962.6666666666666	45.377423822714654	7.846273298165576	16272	TRUE
ENSG00000149089	APIP	5.125310736548293	1.7845348579330869	1.4957405643214003e-8	3.214464557508083e-6	protein_coding	51074	2290.3333333333335	41.02750691311307	7.825143728165725	16271	TRUE
ENSG00000144331	ZNF385B	2.9863243432365594	4.570869008708924	1.5857302482080144e-8	3.3636015771404546e-6	protein_coding	151126	1349.3076923076924	44.43304258594152	7.799770689451351	16270	TRUE
ENSG00000139055	ERP27	3.755537760017463	-2.588147090616109	1.667534592084499e-8	3.4917746785277075e-6	protein_coding	121506	944	43.432203389830505	-7.7779251481187055	14	TRUE
ENSG00000141510	TP53	6.582453368021202	-1.1319793519293366	1.7936300827897463e-8	3.7082734357221426e-6	protein_coding	7157	1739.5185185185185	52.99891413119851	-7.7462671206946725	15	TRUE
ENSG00000072042	RDH11	6.19995833784935	0.9674958210428893	1.8626761695528854e-8	3.751006075164404e-6	protein_coding	51109	1363.7272727272727	45.71695220318643	7.729862641615107	16269	TRUE
ENSG00000185442	FAM174B	6.409310123678393	1.723717346524291	1.8711619769604488e-8	3.751006075164404e-6	protein_coding	400451	689.9166666666666	51.60043483512501	7.72788861621175	16268	TRUE
ENSG00000151651	ADAM8	4.560301916664575	-1.6745851368673206	1.883196584604672e-8	3.751006075164404e-6	protein_coding	101	1375.909090909091	65.18004625041296	-7.725104342143317	16	TRUE
ENSG00000175061	SNHG29	6.543714551971694	-1.1143770335208254	1.9656777651769026e-8	3.868122281763174e-6	lncRNA	125144	1359.62	49.222576896485776	-7.706487674843427	17	TRUE
ENSG00000092621	PHGDH	5.876590203778237	-1.3126711282442665	2.1759155257014224e-8	4.230860509676349e-6	protein_coding	26227	1329.0882352941176	56.212795149261986	-7.6623579690078	18	TRUE
ENSG00000172943	PHF8	7.161794972408086	1.2743781236731926	2.3110691651093205e-8	4.403996179503021e-6	protein_coding	23133	1825.8333333333333	51.92149703331812	7.636187056868001	16267	TRUE
ENSG00000156113	KCNMA1	4.4008173602897145	1.889771492551669	2.3296552291206218e-8	4.403996179503021e-6	protein_coding	3778	3863.31914893617	47.41513195576507	7.632708346428694	16266	TRUE
ENSG00000160460	SPTBN4	3.427266852332964	2.2228500918477545	2.345849921121428e-8	4.403996179503021e-6	protein_coding	57731	4054.3571428571427	64.8949102376632	7.629699775900672	16265	TRUE
ENSG00000138759	FRAS1	8.886921055482787	-2.504480976743673	2.7075343472272854e-8	5.02524528332537e-6	protein_coding	80144	4626.428571428572	49.53219082908757	-7.5674260252966725	19	TRUE
ENSG00000168447	SCNN1B	2.8658280851016795	-2.6826837198334847	2.8248934527864622e-8	5.143056832096369e-6	protein_coding	6338	1398.7777777777778	56.32695210104058	-7.548997927929333	20	TRUE
ENSG00000179593	ALOX15B	4.637966035379534	5.947944375016966	2.8339871113002705e-8	5.143056832096369e-6	protein_coding	247	2490.2	58.79045859770301	7.547602129213435	16264	TRUE
ENSG00000162040	HS3ST6	3.131008964614308	3.1733571893499763	2.9208229554335487e-8	5.242395750669907e-6	protein_coding	64711	1236	72.0064724919094	7.534494766822591	16263	TRUE
ENSG00000100003	SEC14L2	6.728658975512274	3.743761059978545	2.991211163205187e-8	5.310375209633731e-6	protein_coding	23541	1251.0588235294117	55.256723716381416	7.524152927063062	16262	TRUE
ENSG00000042445	RETSAT	6.935755443368299	0.9586245998118881	3.125729770139169e-8	5.404379583279845e-6	protein_coding	54884	1537.2857142857142	53.28501068673914	7.505048570913861	16261	TRUE
ENSG00000229320	KRT8P12	4.038872120062776	-1.7223922884464375	3.1338496672813945e-8	5.404379583279845e-6	transcribed_processed_pseudogene	NA	1197.5	56.99373695198327	-7.50392184074429	21	TRUE
ENSG00000120903	CHRNA2	4.202192109191203	7.582184053963968	3.143427786760456e-8	5.404379583279845e-6	protein_coding	1135	1353.3076923076924	57.57403512760758	7.502596512145887	16260	TRUE
ENSG00000103222	ABCC1	7.068859624638166	1.4171581102124633	3.433971938368148e-8	5.842402465559059e-6	protein_coding	4363	2835.75	55.41303006259367	7.464203258115598	16259	TRUE
ENSG00000112902	SEMA5A	5.039594146492092	-1.8392244120529384	3.622939339864393e-8	6.04958753137414e-6	protein_coding	9037	4039	47.90789799455308	-7.440938937448409	22	TRUE
ENSG00000088035	ALG6	5.012135364877729	1.3818980594574473	3.6298265969182987e-8	6.04958753137414e-6	protein_coding	29929	1419.6666666666667	37.9079596149331	7.440114121465347	16258	TRUE
ENSG00000196843	ARID5A	3.542349101385763	-1.9181833818723797	3.904765522457936e-8	6.437983944513689e-6	protein_coding	10865	1790	64.30965682362331	-7.408405039983878	23	TRUE
ENSG00000062598	ELMO2	5.455566862696253	0.8782196630710506	3.941703266095444e-8	6.437983944513689e-6	protein_coding	63916	1632.2777777777778	50.461182396787045	7.4043160727881645	16257	TRUE
ENSG00000164647	STEAP1	3.477109056831214	3.6952405665674672	4.0177630130339384e-8	6.467502130508012e-6	protein_coding	26872	993.3333333333334	39.39597315436241	7.396015683607432	16256	TRUE
ENSG00000251615	AC104825.1	5.154228861987151	1.5447357711746947	4.070874838363891e-8	6.467502130508012e-6	lncRNA	NA	3249	44.9676823638042	7.390312250075407	16255	TRUE
ENSG00000115107	STEAP3	5.732764168320036	1.249595534358754	4.0785692735096134e-8	6.467502130508012e-6	protein_coding	55240	3037	57.36746789594995	7.389492156907764	16254	TRUE
ENSG00000234055	AL158151.2	1.0675992580211806	3.7510059470803836	4.4547311688985697e-8	6.99606963284811e-6	lncRNA	NA	241	58.50622406639	7.351178499345776	16253	TRUE
ENSG00000126603	GLIS2	3.6017806276454194	-1.9956271857630064	4.73949676939166e-8	7.367697105602674e-6	protein_coding	84662	4184.5	64.8464571633409	-7.324267768426872	24	TRUE
ENSG00000117479	SLC19A2	7.830436929207398	1.623018561302345	4.781582643689974e-8	7.367697105602674e-6	protein_coding	10560	3273	39.19187289948061	7.320428333584646	16252	TRUE
ENSG00000091947	TMEM101	6.70382164687699	3.1206517354737078	4.959116982093648e-8	7.5450715363796495e-6	protein_coding	84336	902.75	57.18637496538356	7.304595646885635	16251	TRUE
ENSG00000136237	RAPGEF5	6.50129849174028	2.006737959488421	4.9890878952366504e-8	7.5450715363796495e-6	protein_coding	9771	2538	44.483845547675344	7.301978844812069	16250	TRUE
ENSG00000126878	AIF1L	5.478893886797996	-1.4295631361706753	5.382909825489099e-8	8.065969374285639e-6	protein_coding	83543	2062.8	53.616443668799704	-7.26898289542498	25	TRUE
ENSG00000159363	ATP13A2	5.949124460606167	-1.1519251913609356	5.502982607362792e-8	8.170928629641497e-6	protein_coding	23400	1544.142857142857	63.34536034785827	-7.259401859810741	26	TRUE
ENSG00000111666	CHPT1	6.65659000842281	1.6216863974983071	5.767382604427735e-8	8.486365772803442e-6	protein_coding	56994	1402.3	43.50709548598731	7.239021236818681	16249	TRUE
ENSG00000198721	ECI2	6.0467781069937585	1.566076146539945	5.9546011774700446e-8	8.683616163537342e-6	protein_coding	10455	1559.7272727272727	45.31095179809991	7.225147321036674	16248	TRUE
ENSG00000258647	LINC00930	3.9320624118935954	4.600327002506262	6.031784272378556e-8	8.713813610555726e-6	lncRNA	NA	3465.75	47.24085695736852	7.219554199464372	16247	TRUE
ENSG00000109686	SH3D19	5.202531617781115	1.2135778796724734	6.128151806992963e-8	8.713813610555726e-6	protein_coding	152503	2963.5714285714284	42.347553627380094	7.212670484869781	16246	TRUE
ENSG00000161653	NAGS	3.2259139871604394	2.4477228319210056	6.135361325010155e-8	8.713813610555726e-6	protein_coding	162417	2021.3333333333333	62.598944591029024	7.212159855620389	16245	TRUE
ENSG00000161647	MPP3	3.8109705503267413	1.2109181076133344	6.32020957512078e-8	8.898964050900665e-6	protein_coding	4356	1373.2222222222222	54.05777166437414	7.199268520481945	16244	TRUE
ENSG00000187017	ESPN	4.83489099260698	2.39458992001378	6.400229031774211e-8	8.934610322732323e-6	protein_coding	83715	1144.1764705882354	67.77543571024624	7.1938044845386155	16243	TRUE
ENSG00000276772	AC025271.4	1.649491938706646	2.2288482699930148	6.473630492513552e-8	8.959325268525061e-6	lncRNA	NA	1726	50.5793742757822	7.188852093262479	16242	TRUE
ENSG00000135698	MPHOSPH6	3.877404243764041	1.2947942927080895	6.601304858537831e-8	8.959325268525061e-6	protein_coding	10200	637.125	40.749460466941336	7.180370210389831	16241	TRUE
ENSG00000197375	SLC22A5	6.713090322630031	1.5169739726744007	6.62548926987384e-8	8.959325268525061e-6	protein_coding	6584	2570.222222222222	49.208888120352775	7.17878204503486	16240	TRUE
ENSG00000095015	MAP3K1	6.692775973750409	-1.0078645560307935	6.637349889741825e-8	8.959325268525061e-6	protein_coding	4214	5374.5	39.6036840636338	-7.178005287800341	27	TRUE
ENSG00000169026	SLC49A3	4.951446413560755	1.5118400430852184	6.766149777421395e-8	9.058321665133086e-6	protein_coding	84179	1334.111111111111	65.44515699175481	7.169658392775105	16239	TRUE
ENSG00000104687	GSR	7.9339445170327405	0.9889648371914889	6.86950086032557e-8	9.12191524810549e-6	protein_coding	2936	1668.75	49.46816479400747	7.163074817741254	16238	TRUE
ENSG00000112972	HMGCS1	7.415217489411675	1.1108659887011938	7.151480441720575e-8	9.419768552792109e-6	protein_coding	3157	1731.4285714285713	40.833333333333336	7.14560404475605	16237	TRUE
ENSG00000272264	AC009686.2	0.8533622764072831	4.019108913691918	7.606810341478923e-8	9.93936266459002e-6	lncRNA	NA	577	57.3656845753899	7.118797411755493	16236	TRUE
ENSG00000223865	HLA-DPB1	3.6467786939165254	-1.2502050267557436	7.826266838970411e-8	1.0144953673087598e-5	protein_coding	3115	1205.125	51.509179545690266	-7.10644534877922	28	TRUE
ENSG00000121270	ABCC11	6.677442312077098	2.4524966365208973	8.71555238022803e-8	1.1208749372146804e-5	protein_coding	85320	2859.5555555555557	51.107398197078005	7.059705082669576	16235	TRUE
ENSG00000144645	OSBPL10	5.588502258556331	-1.3741097092248382	8.837211477803725e-8	1.1276419927106895e-5	protein_coding	114884	1410.9473684210527	47.832736496568195	-7.05368475205142	29	TRUE
ENSG00000143153	ATP1B1	6.686170959403673	-1.3918711792362723	9.005282417347841e-8	1.1401804474615682e-5	protein_coding	481	1847.3333333333333	44.58679177192349	-7.045502662592091	30	TRUE
ENSG00000149177	PTPRJ	6.218290552035886	1.0652516901753057	9.146901300314386e-8	1.1492026072156528e-5	protein_coding	5795	3240.625	49.234329797492755	7.0387260071465185	16234	TRUE
ENSG00000168143	FAM83B	4.142920528685405	-1.59858688336782	9.779939857491627e-8	1.2193569289497003e-5	protein_coding	222584	6244	37.7322229340167	-7.0096638159322175	31	TRUE
ENSG00000183580	FBXL7	5.533934604577031	-1.0731219895318238	1.001068852503074e-7	1.23867102787369e-5	protein_coding	23194	3432.6666666666665	54.04932996698388	-6.999536051158241	32	TRUE
ENSG00000142396	ERVK3-1	4.511939396253247	1.9650842607054766	1.0490884656586186e-7	1.2883279631279863e-5	protein_coding	NA	1145.75	49.12720925158192	6.979187887852755	16233	TRUE
ENSG00000182704	TSKU	6.620571409915301	2.096740215820929	1.107463095353641e-7	1.3498652788366433e-5	protein_coding	25987	1998	59.81981981981982	6.955670737115109	16232	TRUE
ENSG00000170017	ALCAM	8.126772431302664	1.007127898994445	1.1189234087905767e-7	1.353731558205666e-5	protein_coding	214	2267.5555555555557	38.34770678165424	6.951199640261671	16231	TRUE
ENSG00000171346	KRT15	4.038067737317368	2.436581891866592	1.1558561166649529e-7	1.3793374915567226e-5	protein_coding	3866	1607.4444444444443	55.8788967996129	6.937096224416863	16230	TRUE
ENSG00000109762	SNX25	5.634390418105887	1.05815430799282	1.156978120022476e-7	1.3793374915567226e-5	protein_coding	83891	2314.125	42.43504564360178	6.936674854050285	16229	TRUE
ENSG00000131831	RAI2	4.762181974273905	-1.37694642102714	1.1948934540193307e-7	1.4142170133694004e-5	protein_coding	10742	1967	53.363836637858	-6.922670818058448	33	TRUE
ENSG00000173898	SPTBN2	7.338544457906473	1.624634647376254	1.242651333353433e-7	1.4601600163785338e-5	protein_coding	6712	3530.076923076923	61.40419690135322	6.905650709847599	16228	TRUE
ENSG00000175198	PCCA	5.362093136344236	1.1618208232912377	1.2633960126495814e-7	1.4641904099730439e-5	protein_coding	5095	1527.8125	42.95356923706279	6.89846049809783	16227	TRUE
ENSG00000140931	CMTM3	3.1894464432709397	1.7696318245066986	1.2692601762998974e-7	1.4641904099730439e-5	protein_coding	123920	1156	58.00461361014995	6.896449345951189	16226	TRUE
ENSG00000101115	SALL4	3.0230597915293136	-2.259451044274164	1.2729751926539658e-7	1.4641904099730439e-5	protein_coding	57167	1933	52.96430419037767	-6.895180059660147	34	TRUE
ENSG00000236753	MKLN1-AS	2.0696237508236135	2.070654933104782	1.3242228121796202e-7	1.5045186804829215e-5	lncRNA	100506881	2366.5625	43.0318235837845	6.87803893486703	16225	TRUE
ENSG00000137404	NRM	4.0932019954855114	-1.5262764791054995	1.330035743375879e-7	1.5045186804829215e-5	protein_coding	11270	1362.4444444444443	58.30207144022182	-6.876136687647709	35	TRUE
ENSG00000176771	NCKAP5	5.246847955555707	1.6466160232298404	1.3356713933142938e-7	1.5045186804829215e-5	protein_coding	344148	3101.3333333333335	44.095729435368334	6.874300375411482	16224	TRUE
ENSG00000124496	TRERF1	5.5329072346539325	-1.3845132440533483	1.4334867379552728e-7	1.603639650070101e-5	protein_coding	55809	5431.6	53.295529862287346	-6.843606320617383	36	TRUE
